DIAGNOSIS,count
ICH;ACUTE RENAL FAILURE;ALTERED MENTAL STATUS,1
SAH; HYPOTENSION,1
RUPTURED DIAPHRAM;FRACTURED FEMUR,1
ANGINA;+ETT\ASPIRIN DESENSITIZATION,1
IMPENDING MYOCARDIAL INFARCTION,1
SUPER RENAL ANEURYSM/SDA,1
HYPOXIA;MORBID OBESITY,1
ARRHYTHMIA\ PACEMAKER LEAD PLACEMENT/SDA,1
AFIB RVR,1
TRACHEOBRONCHEOMALACIA/SDA,1
AORTIC INSUFFICIENCY\RE-DO STERNOTOMY; AORTIC VALVE REPLACEMENT   ,1
CERVICAL TRACHEAL STENOSIS,1
SOB;NEW PLEURAL EFFUSION,1
RIGHT KIDNEY MASS/SDA,1
RIGHT ORBITAL FRACTURE;S/P FALL,1
CAROTID ARTERY STENOSIS\CAROTIS STENT,1
OVERDOSE;ARDS,1
ESOPHAGEAL TUMOR,1
SEPSIS;LIVER FAILURE,1
INTRACRANIAL HEMORRHAGE WITH MASS EFFECT,1
R/O SEPSIS /ERCP,1
SPLENIC LACERATION;TELEMETRY,1
NON ST ELEVATION MI\CATH,1
COMPLETE LEFT PLEURAL EFFUSION,1
ESOPHAGEAL RUPTURE-FEVER,1
S-T ELEVATION MYOCARDIAL INFARCTION\CARDIAC CATH,1
CORONARY ARTERY DISEASE;UNSTABLE ANGINA\CATH,1
R/O COMPARTMENT SYNDROME,1
INTRAPARENCHYMEL BLEED,1
"6 WEEKS,HYPERGLYCEMIA",1
"MITRAL REGURGITATION\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE; ? CORONARY ARTERY BYPASS GRAFT /SDA",1
PINEAL REGION TUMOR/SDA,1
MITRAL VALVE REGURETATI0N\MITRAL VALVE REPLACEMENT/SDA,1
BLLEDING;D&C,1
HYPOTHERMIC;HYPOTENSIVE,1
NAUSEA WITH JAUNDICE,1
S/P MOTOR VEHICKE ACCIDENT,1
RENAL CALCULUS,1
FAILURE TO THRIVE;S/P LIVER TRANSPLANT,1
CARCINOID OF RIGHT MAIN STEM/SDA,1
"HYPOTENSION,SEPSIS",1
FEBRILE SYNDROME,1
MITRAL STENOSIS\MITRAL VALVE REPLACEMENT REDO; TVR; ? EPICARDINAL LEAD PLACEMENT,1
UNABLE TO STAND,1
ATRIAL TUMUR\IVC RIGHT ATRIAL THROMBECTOMY/ TUMOR RESECTION;  OPEN RIGHT RADICAL NEPHRECTOMY;  MOBILIZATION LIVER EXTRACTION TABLE THROMBUS ? CABLE RECONSTRUCTION ,1
CHEST PAIN;TELEMETRY;THROAT PAIN,1
CHRONIC OBSTRUCTIVE PULMONARY DISEASE;BLEBS IN LUNG,1
"CONGESTIVE HEART FAILURE,SEPSIS",1
HYPONATREMIA;STATUS POST SEIZURE,1
CROHN'S DISEASE;PENTASA ALLERGY\PENTASA DESENSITIZATION,1
HYPOXIA;RESPIRATORY DISTRESS,1
BRONCHO PLEURAL FISTULA/SDA,1
PULMONARY EMBULUS,1
INCREASING SHORTNESS OF BREATH;CORONARY ARTERY DISEASE\CARDIAC CATH,1
LEFT CELEBRAL STENOSIS/SDA,1
"ETOH CIRRHOSIS, ENDOCARDITIS",1
SEPSIS; UTI,1
NAUSEA;VOMITING; IMBALANCE,1
LUEKEMIA;LYMPHOMA;NSTEMI,1
NEUTROPENIA;SEPSIS,1
AORTIC STENOSIS\CORONARY ANGIOGRAM;CAROTID STENT PLACEMENT/SDA,1
? CHOLANGITIS,1
RIGHT CAROTID BODY TUMOR/SDA,1
NON HEALING ULCER LEFT LOWER EXTREMITY,1
CHOLEDOCOLITHIASIS,1
T-SPINE MASS,1
ETOH WITHDRAWAL;CIRRHOSIS,1
"V-FIB ARREST,METASTATIC CANCER",1
METASTATIC CANCER;BACK PAIN,1
MVC TRAUMA,1
MVP\MITRAL VALVE REPLACEMENT MINIMALLY INVASIVE APPROACH/SDA,1
SEPSIS;RESPIRATORY DISTRES,1
SUBARACHNOID;SPINE FRACTURE,1
SDH + S/P CARDIAC ARREST,1
KIDNEY CANCER;NEW BRAIN METS,1
ASD\ REPAIR ATRIAL SEPTAL DEFECT LIMITED ACCESS/SDA,1
"HYPOTENSION,ANEMIA",1
BPH W/ URINARY OBSTRUCTION/SDA,1
"S/P FALL,ICH",1
LUNG HERNIA;DOE,1
MITRAL AND AORTIC VALVES INSUFFICIENCY\CATH,1
ACUTE RESPIRATORY FAILURE;SEPSIS,1
CLOTTED DIALYSIS GRAFT,1
S/P HIP REPLACEMENT,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH ? MVR VS REPLACEMENT  /SDA,1
R/O AORTIC VALVE THROBOSIS,1
SEVERE MITRAL REGURGITATION;CORONARY ARTERY DISEASE\CATH/SDA,1
MITRAL VALVE RELAPSE\MITRAL VALVE REPAIR/SDA,1
ETOH CIRRHOSIS;RENAL FAILURE,1
MITRAL REGURGITATION\CORONARY ARTERY BYPASS GRAFT WITH MVR W/MAZE/SDA,1
URETER STONES,1
CORONARY ARTERY DISEASE\LEFT CIRCUMFLEX STENT,1
HYPERGLYCEMIC NONKETOTIC SYNDROME,1
CORONARY ARTERY DISEASE;ANGINA\CORONARY STENT,1
NASAL NASOPHARYNGEAL BLEED,1
S/P AAA,1
22WKS LUPUS,1
PELVIC BLEED,1
 ? SEROTONIN SYNDROME,1
ALCOHOL KETOACIDOSIS,1
S/OP MVA,1
DUODENITIS,1
METASTATIC LIVER LESION/SDA,1
"MITRAL REGURGITATION\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE ",1
UTI;S/P RENAL TRANSPLANT,1
TVR\ REDO STERNOTOMY TRICUSPID VALVE;REPAIR & REPLACEMENT,1
CVA;TELEMETRY,1
MALIGNANT NEOPLASM OF OROPHARNYX/SDA,1
"DEHYDRATION,FAILURE TO THRIVE",1
EPISTAXIS;ANEMIA,1
CONGESTIVE HEART FAILURE;ENDOCARDITIS\TRANSESOPHAGEAL ECHOCARDIOGRAM,1
ABDOMINAL PAIN;CELLULITIS,1
CHEST PAIN WITH LEFT ARM NUMBNESS,1
RUPTURED ASCENDING AORTIC GRAFT,1
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; MAZE PROCEDURE,1
CERVICAL DISC NEURO COMPRESSION/SDA,1
"HYPERTENSION,CELLULITIS,CHF",1
ABDOMINAL PAIN;PNEUMONIA,1
V FIB ARREST;PNEUMONIA,1
"ACUTE MI,SEPSIS",1
MESOTHELIOMA/SDA,1
MI ST ELEVATION,1
ABDOMINAL PAIN;VOMITING,1
SEPSIS;HEPATIC ABSCESS;TELEMETRY,1
RIGHT FEMERAL FRACTURE,1
PNEUMONIA;SEPTIC ARTHRITIS;ACUTE LEUKEMIA,1
DYSPNEA;NAUSEA W\VOMITING;TELEMETRY,1
CONGESTIVE HEART FAILURE/FOOT INFECTION,1
"DOWNS SYNDROME,SINUS ARREST,DYSPHAGIA\PEG",1
SHORTNESS OF BREATH;AORTIC VALVE DISEASE/CABG,1
"AKA,ETOH WD",1
"HEADACHE,SINUSITIS",1
KIDNEY THROMBOEMBOLISM,1
"PNEUMONIA, HYPOXIA, FEVER",1
MYXOMA,1
OSTEOMYELITIS;ANKLE FRACTURE,1
"PNEUMONIA,HYPOXIA",1
CHOLANGITIS; BILE DUCT OBSTRUCTION,1
PANCREATITIS-ARDS,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT W/POSSIBLE ATRIAL SEPTAL DEFECT CLOSURE /SDA,1
GALLSTONE,1
UNSTABLE ANGINA;MYOCARDIAL INFARCTION\CARDIAC CATH,1
CHEST PAIN/ SHOTNESS OF BREATH,1
NEW ONSET OF EXERTIONAL CHEST PAIN;CARDIAC ISCHEMIA\CARDIAC CATHETERIZATION,1
HYPONATREMIA; INCREASED ASCITES,1
CELLULITIS OF RIGHT BREAST,1
STATUS POST VENTRICULAR FIBRILLATION ARREST\CARDIAC CATH,1
"CAD,FOR CABG\CATH",1
LEFT WRIST LACERATION,1
HYPOXIA;? PULMONARY HYPERTENSION,1
BRAIN ARTERIAL CLOT,1
URINARY TRACT INFECTION;SHORTNESS OF BREATH,1
LOOSE STOOL,1
FEVER;PARALYSIS,1
RSV PNUEMONIA,1
PEDESTRIAN VS AUTO,1
EKG CHANGES;PLEURAL EFFUSION\CARDIAC CATH,1
S/P CARDIAC CATH PLACEMENT,1
ULNAR/RADIAL FX; C2 FX;S/P FALL,1
"AORTIC STENOSIS,AORTIC INSUFFICIENCY\LEFT AND RIGHT HEART CATHETERIZATION",1
MITRAL STENOSIS FOR CABG,1
CIRRHOSIS;R/O FOR TIPS,1
RESPIRATORY FAILURE;LIVER FAILURE,1
ISCHEMIC ULCER LEFT FOOT,1
RESPIRATORY DISTRESS;SEPSIS,1
NEW FISTULA,1
CORONARY ARTERY DISEASE;AVR;CABG,1
CORONARY ARTERY DISEASE;NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION,1
LOWER BI  BLEED,1
NEW DVT,1
ALCOHOL WITHDRAWAL;SEIZURE,1
L2 MASS,1
GAMMA-BUTYROLACTONE WITHDRAWAL,1
NEUROENDOCRINE TUMOR OF LIVER AND PANCREAS/SDA,1
FEVER;HYPOTENTION;TELEMETRY,1
S/P BIKE ACCIDENT,1
TIBIAL PLATEAU FRACTURES,1
MITRAL VALVE INSUFFICIENCY\Mitral Valve Repair/Replace with Concomitant Maze Procedure /SDA,1
MASSIVE DEEP VEIN THROMBOSIS,1
ASPIRATION;RESPIRATORY FAILURE,1
MYOCARDIAL INFARCTION; CONGESTIVE HEART FAILURE\LEFT HEART CATHETERIZATION,1
NEUTROPENIC;WEAKNESS,1
SUSPECTED EPIGLOTIS ABSCESS,1
ACUTE ALLERGIC REACTION,1
ANTERIOR WALL MYOCARDIAL INFARCTION;RULE OUT CORONARY ARTERY DISEASE\RIGHT AND LEFT HEART CATH,1
HX ENDOCARDITIS;AORTIC VALVE;PLANNED VALVE REPLACEMENT,1
"MR\MITRAL VALVE REPLACEMENT, ? CORONARY ARTERY BYPASS GRAFT  ",1
S/O CABG WITH CHF,1
CIRRHOSIS;HEPATITIS C,1
IDIOPATHIC HYPERTROPHIC SUBAORTIC STENOSIS\ETHANOL ABLATION,1
SEPSIS;TELEMETRY;METHICILLIN RESISTANT STAPH AUREUS,1
? RUPTURED ILIAC ANEURYSM,1
PEDESTRIAN STUCK,1
BLEEDING DISORDER,1
CORONARY ARTERY DISEASE\STANT PLACEMENT,1
BACTEREMIA;ABDOMINAL ABCESS,1
"RENAL FAILURE,MI",1
RAPID ATRIAL FIBRILLATION;MITRAL REGURGITATION,1
"UNRESPONSIVE,FOUND DOWN",1
METASTATIC COLON CANCER TO LIVER/STERNUM/SDA,1
CEREBRAL ANEURYSM /SDA,1
ANEMIA;RULE OUT MYOCARDIAL INFARCTION,1
ETOH WITHDRAWAL;HYPOXIA,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR ? ASCENDING AORTA REPLACEMENT /SDA,1
FEMORAL ARTERY THROMBOSIS,1
"HYPONATREMIA,CONFUSION",1
TRACHEAL TEAR\BRONCHOSCOPY RIGID,1
COMMON BILE DUCT STRICTURE,1
PERICARDIAL EFFUSION WITH TAMONADE,1
ALTERED MENTAL STATUS;CARDIAC ARREST,1
ATRIAL FRIBILLATION\AORTIC VALVE REPLACEMENT W/ BIVENTRICULAR MAZE PROCEDURE,1
AAA;,1
HYPERTENSION/VOMITING/HYPERGLYCEMIA,1
GASTROPARESIS\J-TUBE PLACEMENT,1
CHEST PAIN;CORONARY ARTERY DISEASE;+ETT\CATH,1
TYNELOL OVERDOSE,1
AVR;CABG,1
DESENSITIZATION TO CHEMO,1
DILATED CARDIOMYOPATHY,1
"FEVER,ETIOLOGY UNKNOWN;TELEMETRY",1
RUPTURED DIAPHRAGM,1
URINARY RETENTION; URETHERAL STRICTURE/SDA,1
HYPERTROPHIC OBSTRUCTIVE CARDIOMYOPATHY\ETHANOL SEPTAL ABLATION /SDA,1
PACER EROSION,1
"GALLSTONES, NEED FOR ACCESS",1
DIABETIC KETOACIDOSIS.,1
METHICILLIN RESISTANT STAPH AUREUS;SMALL BOWEL OBSTRUCTION,1
AORTIC INSUFFIENCY\BENTAL PROCEDURE ,1
HYPERNATREMIA;CONGESTIVE HEART FAILURE,1
COMPLICATED FINGER WOUND LEFT HAND/SDA,1
AORTIC VALVE DISEASE\AORTIC VALVULOPLASTY,1
SEVERE ANEMIA,1
SYNCOPE-HYPOXIA,1
PARCREATIC TRANSPLANT,1
SPINAL OSTEOMYELITIS,1
RENAL CANCER;PERICARDIAL FLUID,1
ENCEPHALOPATHY;ST ELEVATION MI,1
ATRIAL FIBRILLATION;PROLONGED QI,1
SCAPULA FRACTURE;HUMERUS FRACTURE;PULMONARY CONTUSION,1
DYSPHAGIA\ENDOSCOPY ,1
ACUTE SUBDURAL HEMATOMA;FACIAL FRACTURE,1
RECURRENT ASPIRATION; MENTAL RETARDATION/SDA,1
FIBROID BLEED,1
LARGE LEFT ATRIAL MASS\ ATRIAL MYXOMA REMOVAL/SDA,1
SHORTNESS OF BREATH-NEUTROPENIA,1
LEFT PLEURAL EFFUSION;STATUS POST LIVER TRANSPLANT,1
SEVERE BACK PAIN/SDA,1
GASTROINTESTINAL BLEED;HYPERTENSION;RENAL FAILURE,1
CORONARY ARTERY DISEASE;NON ST ELEVATION MYOCARDIAL INFARCTION,1
ESOPHAGEAL CANCER;DEHYDRATION,1
AORTIC ANEURYSM\ASCENDING AORTA REPLACEMENT WITH DEEP HYPOTHERMIC CIRCULATORY ARREST AND HEMIARCH REPLACEMSNT ? AORTIC VALVE ? CABG ,1
HYPOTENSION;N/V/D; ADRENAL INSUFFICENCY,1
HEART BLOCK;SYNCOPE,1
PNEUMONIA;LIVER FAILURE,1
OVARIAN CANCER;ACUTE RESPIRATORY FAILURE,1
AORTIC VALVE INSUFFICENCY\AORTIC VALVE REPLACEMENT /SDA,1
LIVER FAILURE ,1
MYOCARDIAL INFRARTION,1
"JAUNDICE, GASTRIC CANCER; PERCUTANROUS TRANSHEPATIC CHOLANGIOGRAPHY",1
AORTIC STENOSIS\AVR W/? CORONARY ARTERY BYPASS GRAFT,1
MALIGNANT HYPERTENSION S/P KIDNEY TRANSPLANT,1
SAH/SDH,1
LEFT CVA,1
"HYPERTENSION, CHEST PAIN\CORONARY ARTERY BYPASS GRAFT /SDA",1
EXTERNAL WOUND INFECTION,1
"AORTIC STENOSIS\MACHANICAL ATRIAL VALVE REPLACEMENT; MYECTOMY, ?CORONARY ARTERY BYPASS GRAFT /SDA",1
RAPID AFIB UTI,1
CORONARY ARTERY DISEASE\RCA STENT,1
UNSTABLE ANGINA\COMPLETE HEART CATH,1
PAN COLITIS,1
HEMATEMESIS;PANCREATIC CANCER,1
EMPYEMA;GASTRIC ULCER,1
LIVER LACERATION;SAH,1
INTRA-ABDOMINAL MASS/SDA,1
CORONARY ARTERY DISEASE;UNSTABLE ANGINA\CARDIAC CATH,1
RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;ABDOMINAL PAIN,1
CAROTID INJURIES,1
PERFORATED DIVERTICULA,1
ACUTE RENAL FAILURE;PANCREATITIS,1
LEFT INTRAPARENCHYMAL HEMORRHAGE,1
R/O MESENTERIC ISCHEMIA,1
CHF;S/P CABG;TELEMETRY,1
PERFORATED DIVERTICULITIS/SDA,1
VT/VF,1
PELVIC MASS;URINARY RETENTION,1
DIVERTICULITIS;ACUTE RESPIRATORY DISTRESS SYNDROME,1
KIDNEY STONE;TELEMETRY,1
PREOP PANCREAS TRANSPLANT,1
ASCENDING AORTIC ANEURYSM\BENTAL PROCEDURE; ? AORTIC VALVE REPLACEMENT /SDA,1
PERFORATED VISCERA,1
SEVERE MULTIVESSEL CAD,1
MR;AORTIC STENOSIS & INSUFFICIENCY\ AORTIC AND MITRAL VALVE REPLACEMENT; ? BENTAL PROCEDURE/SDA,1
"PNEUMONIA,HYPOTHERMIA",1
SPLENIC RUPTURE;TELEMETRY,1
T6 COMPRESSION FRACTURE,1
AORTIC STENOSIS\AORTIC AND MITRAL VALVE REPLACEMENT ? MAZE /SDA,1
HYPOXIA;R/O PNA,1
S/P SEPSIS,1
OCCLUDED CELIAC ARTERY/SDA,1
HYPERKALEMIA;DEHYDRATION,1
CHEST PAIN;+ ETT\CATH,1
SEZIURES,1
CORONARY ARTERY DISEASE\CARDIAC CATH;PLANNED CORONARY ANGIOPLASTY;STENT PLACEMENT,1
HARD PALATE HEMATOMA,1
ABDOMINAL PAIN;ACUTE RENAL FAILURE,1
INTRACTABLE HEMORRHAGE,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; ? OFF PUMP CABG/SDA,1
SEPSIS;S/P V-FIB ARREST,1
TRACHEAL MALASIA;CHRONIC OBST PULM DISEASE,1
SUBGLOTTIC STENOSIS\LARYNGOSCOPY; MICRO WITH C02 LASER BILATERAL; PLACEMENT OF T-TUBE,1
CORONARY ARTERY DISEASE;LEFT MAIN DISEASE\CORONARY ARTERY BYPASS GRAFT,1
SHORT OF BREATH; AORTIC STENOSIS\RIGHT AND LEFT HEART CATHETERIZATION,1
FAILURE TO THRIVE;ALTERED MENTAL STATUS,1
RESPIRATORY FAILURE;COPD EXACERBATION;PNEUMONIA,1
HEAD TRAUMA; PED STRUCK,1
AMYLOIDOSIS\BONE MARROW TRANSPLANT,1
DYSPNEA\LEFT HEART CATHETERIZATION,1
CONGESTIVE HEART FAILURE;CRF,1
DISABLING CLAUDICATION RIGHT LEG/SDA,1
PERIORBITAL STREP CELLULITIS,1
"HYPERKALEMIA, ANEMIA, NAUSEA, ARF",1
CIRRHOSIS;PLEURAL EFFUSION,1
"BLUNT TRAUMA,LIVER LACERATION",1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR;POSSIBLE MITRAL VALVE REPLACEMENT ,1
A-FIB;RVR,1
PERIDONTAL ABSCESS;TELEMETRY,1
ICD FIRING;SOB,1
AORTIC STENOSIS;\AORTIC VALVE REPLACEMENT; ? CABG/SDA,1
"CHEST PAIN,GIB",1
BRADYCARDIA;ALTERED MENTAL STATUS;TELEMETRY,1
PEPTIC ULCER;HIATIAL HERNIA/SDA,1
RIGHT FOOT FRACTURE,1
"AORTIC STENOSIS\ AVR, HEART PORT MINIMALLY INVASIVE/SDA",1
HEMORRHAGIC BRAIN METASTASES,1
RESPIRATORY FAILURE;NQWMI,1
MULTIPLE DRUG OD,1
ACUTE CORONARY SYNDROME\MITRAL VALVE REPLACEMENT; LVAD,1
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; ? ASCENDING AORTA REPLACEMENT; ? CORONARY ARTERY BYPASS GRAFT ,1
"PNA,CHF",1
R. VENTRICULAR MI,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT  ASCENDING AORTA HEMI ARCH REPLACEMENT/SDA,1
STATUS POST MYOCARDIAL INFARCTION\CATH,1
ANTERIOR CORD SYNDROME,1
ACUTE CORONARY SYNDROME\CARDIAC CATHETERIZATION,1
GASTORINTESTINAL BLEED,1
SUBPHRENIC ABDCESS S/P COLECTIMY,1
RESPIRATORY FAILURE;TRACHEAL MALASIA;S/P BRONCHOSCOPY,1
S/P CRANI,1
SPINAL DETRUSOR HYPERREFLEXIA,1
HETEROTOPIC BONE LEFT HIP/SDA,1
HYPONATREMIA-R/O MYOCARDIAL INFARCTION-RHABDOMYOLYSIS,1
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT  WITH ? MAZE AND LIGATION OF LEFT ATRIAL APPENDAGE,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; HOMOGRAFT ROOT REPLACEMENT/SDA,1
ASCENDING AORTIC ANEURYSM\REPLACEMENT ASCENDING ARCH AORTA /SDA,1
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; WITH LEFT RADIAL ARTERY/SDA,1
OVERDOSE ON ECSTASY,1
HYPERBILIRUEMIA,1
AORTIC DISSECTION;ANUERYSM,1
BILATERAL CAROTID STENOSIS\RIGHT CAROTID ANGIOGRAM,1
THORACOABDOMINAL ANEURSYM/SDA,1
HYPERTENSION\ TIPS,1
MVR\MITRAL VALVE REPAIR? REPLACEMENT ?TVR ,1
"DYSPNEA,HYPOTENSION",1
MR\MITRAL VALVE REPLACEMENT; RE-DO/SDA,1
LARYNGEAL FRACTURE;S/P TRACH REMOVAL,1
ST ELEVATION MI; RESPIRATORY FAILURE\CATH,1
MCA ANEURYSM,1
HYPOCAPNEA,1
S/P PEDESTRIAN STRUCK BY CAR,1
HEADACHE;FEVER;?MENINGITIS,1
LUNG MASS-SHORTNESS OF BREATH,1
CRUSHING INJURY /RIGHT LEG,1
CONGESTIVE HEART FAILURE-RESPIRATORY FAILURE,1
FEVER;MENINGITIS,1
MVP\MITRAL VALVE REPLACEMENT/SDA,1
R/O SUBARACHNOID HEMORRHAGE,1
SEIZURE;STATUS EPILEPTICUS,1
LIVER TRANSPLANT;PRE OP,1
ACUTE MYOCARDISAL INFARCTION,1
"LIVER LACERATION,TRAUMA",1
RIGHT HEART FAILURE,1
MELANOMA;FAILURE TO THRIVE,1
RESPIRATORY DISTRESS-PNEUMONIA,1
PLURAL EFFUSION;ACUTE RENAL FAILURE;PNEUMONIA,1
STATUS EPILEPTIC,1
GASTROINTESTINAL BLEED;ACUTE RENAL FAILURE,1
CONGESTIVE HEART FAILURE/URINARY TRACT INFECTION,1
MITRAL STENOSIS\ MITRAL VALVE REPLACEMENT ?  AORTIC VALVE REPLACEMENT ,1
SEPSIS;WEAKNESS,1
RIB FRACTURES;PNEUMOTHORAX,1
"SUB ARACHNOID HEMORRHAGE,S/P FALL",1
CHOLANGIOCARCINOMA\BILIARY DRAIN,1
ASCENDIBG AORTIC ANEURYSM\BENTAL PROCEDURE /SDA,1
LEFT LOWER LOBE CA/SDA,1
UNRESPONSIVE;OVERDOSE,1
ALTERED MENTAL STATUS;ALCOHOLIC HALLUCINATIONS,1
ASTHMA; PNEUMONIA,1
"CHEST PAIN,CAD\ANGIOPLASTY",1
S/P CATH;?CABG\CATH,1
OBSTRUCTIVE SLEEP APNEA; SOFT PALATE LESION; NASAL & TONSILLAR HYPERTROPHY,1
LEFT CEBELLAR ISCHEMIC STROKE,1
S/P DIRT BIKE CCIDENT,1
AORTIC ANEURYSM DISSECTION,1
DEGENERATIVE JOINT DISEASE BILATERAL KNEES/SDA,1
LEFT CEREBELLUM TUMOR/SDA,1
FEVER;? CVA,1
BRAIN CANCER - TERMINAL - INTUBATED,1
PERFORATED RIGHT CORONARY ARTERY,1
LL MASS,1
HYPOTENSION;FALL;ELEVATED TROP,1
"AORTIC INSUFFICENCY\AORTIC AND MITRAL VALVE REPLACEMENT, PERCUTANEOUS RVAD PLACEMENT ",1
HYPOTENSION;WEAKNESS\HYPOTENSION;WEAKNESS,1
RIGHT LOWER LOBE CANCER;PNEUMONIA,1
CARIDIA ARREST,1
DILATED CARDIOMYOPATHY;ACUTE RENAL FAILURE,1
ILEOSTOMY CLOSE/SDA,1
POST ST ELEVATION MI,1
TOUNGE SWELLING,1
PNEUMONIA;PULMONARY EMBOLUS,1
PERIPHERAL DISEASE;ANGIOPLASTY;STENT PLACEMENT\CATH,1
HEAD INJURY-RESPIRATORY FAILURE,1
SUPERIOR VENA CAVA STENOSIS\SUPERIOR VENA CAVA STENT PLACEMENT,1
SEVERE AORTIC STENOSIS\RIGHT AND LEFT HEART CATHETERIZATION,1
CORONARY ARTERY DISEASE;CONGESTIVE HEART FAILURE;CHEST PAIN\RIGHT AND LEFT HEART CATH,1
TACHYCARDIA;HYPOXIA;FEVER,1
BUDDCHIRROSIS,1
PLEURAL EFFUSION;PERINEAL INFECTION,1
ETOH WITHDRAWAL;ASSUALT,1
RENAL FAILURE;CONGESTIVE HEART FAILURE,1
INFECTIOUS PROCESS,1
PULSLESS FOOT,1
NEUROCYSTICERCOSIS W/CYST/SDA,1
PNEUMONIA;LEFT EMPYEMA\ THORACOSCOPY VIDEO ASSISTED; DECORTICATION LEFT,1
ST ELEVATION MI;V-FIB ARREST\CATH,1
"GI BLEED, RESPIRATORY DISTRESS",1
STATUS POST KIDNEY-PANCREAS TRANSPLANT,1
"CHEST PAIN;TELEMETRY;CATHERIZATION,CARDIAC",1
CHEST PAIN;DYSPNEA;CORONARY ARTERY DISEASE\CARDIAC CATH,1
MYELODYSPLATIC SYNDROME;ACUTE MYELOGENOUS LEUKEMIA,1
TORSADE,1
MI-UTI-PNEUMONIA,1
VENTRICULAR TACHYCARDIA/CHEST PAIN,1
"+ETT, S/P MI\LEFT HEART CATHETERIZATION",1
POST PROCEDURE BLEED;GASTROINTESTINAL BLEED;S/P ERCP,1
CAROTID STENOSIS\LEFT CAROTID ANGIOPLASTY\INTERVENTION,1
SUBARACHNOID HEMATOMA;TRAUMA,1
MITRAL STENOSIS\Mitral Valve Repair/Replace with Concomitant Maze Procedure /SDA,1
URINARY TRACT INFECTION S/P TRANSPLANT,1
CVA;INTRACRANIAL HEMORRHAGE,1
GVH OF LIVER,1
ATRIAL FIBRILLATION;CARDIOMYOPATHY,1
LARYNGO-TRACHEAL STENOSIS/SDA,1
FRACTURED ICD LEAD\ICD LEAD EXTRACTION; LEAD IMPLANTATION,1
HEMOPTYSIS;PULMONARY CONGESTION,1
ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY;BILE LEAK,1
HIGH INR;ANASARCA;TELEMETRY,1
LUMBAR RADICULOPATHY/SDA,1
SUBARACHNOID HENORRHAGE;S/P MOTOR VEHICLE ACCIDENT,1
CELLULITIS RT FOOT-PVD-OSTEOMYELITIS-DM,1
LYME RIDICULITIS,1
LUNG CANCER;HEMOPTYSIS;BREAST CANCER,1
SUBDERAL HEMATOMA,1
"RT THIGH HEMATOMA,R/O MI",1
PRE SYNCOPE,1
FACIAL LACERATION,1
MEDIASTINAL TUMOR/SDA,1
S/P TREE LIMB FELL ON PATIENT,1
PNEUMONIA;ELEVATED TROPONIN,1
CHRONIC MYELOGENOUS LEUKEMIA\INSERTION HICKMAN LINE; W/C-ARM DOUBLE AND 3L CVL,1
HEAD INJURY;RESPIRATORY FAILURE,1
INTERCRANIAL,1
DAH,1
CONFUSION;MYXEDEMA COMA,1
MITRAL VALVE STENOSIS\MITRAL VALVULOPLASTY,1
RENAL FAILURE;PYELONEPHRITIS,1
RENAL STONES\ESWL; RIGHT,1
LEFT CAROTID STENOSIS\LEFT CAROTID ANGIO STENT/SDA,1
DIARRHEA; DEHYDRATION,1
FLASH PULMONARY EDEMA\CATH,1
CIRRHOSIS\TRANSJUGULAR INTRAHEPATIC PORTACAVAL SHUNT,1
CAROTID STENOSIS \CAROTID ANGIOGRAM AND STENT,1
RESPIRATORY FAILURE-HYPONATREMIA,1
"SUBDURAL HEMMORAGE, AORTIC DISSECTION",1
AFIB\ EP STUDY; ABLATION,1
RP BLEED;HYPOTENSION,1
PANCREAS CANCER/SDA,1
MR\AORTIC VALVE REPLACEMENT; ?  CORONARY ARTERY BYPASS GRAFT/SDA,1
CAROTID ARTERY STENOSIS;CLAUDICATION\RIGHT CAROTID ANGIOGRAM,1
MITRAL REGURGITATION\MITRAL VALVE REPLACEMENT REDO ,1
"R/O MI, BRBPR",1
BLEEDING CHEST WOUND,1
CORONARY ARTERY DISEASE;MITRAL REGURGE,1
PULMONARY AVEOLAR PROTEINOSIS/SDA,1
"SHOCK,ACUTE RENAL FAILURE,CARDIAC ARREST",1
COLITIS;INFECTION,1
S/P REJECTION KIDNEY TRANSPLANT,1
RESP DITRESS,1
EXERTIONAL DYSPNEA\CARDIAC CATH,1
