diagnosis,category
LEFT LOWER EXTREMITY POPITEAL ANEURYSM,cardiovascular
CHEST PAIN;RAPID ATRIAL FIBRILLATION\CATH,cardiovascular
"FEVER,R/O MI",infectious
MR\MITRAL VALVE REPLACEMENT; WITH MAZE/SDA,cardiovascular
CORONARY ARTERY DISEASE\PERCUTANEOUS CORONARY INTERVENTION,cardiovascular
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT W/VENTRICULAR ASSIST DEVICE BACKUP/SDA,cardiovascular
HYPERTENSIVE EMERGENCY;DEMAND ISCHEMIA,cardiovascular
S/P NAIL THROUGH EYE INTO BRAIN,neurological
ARDS VS SEPSIS,respiratory
NON Q WAVE MYOCARDIAL INFARCTION;GASTROINTESTINAL BLEED,cardiovascular
ACUTE CHOLENGITIS,hepatobiliary
"VENTRICULAR TACHYCARDIA, HEART FAILURE\VENTRICULAR TACHYCARDIA ABLATION  **REMOTE WEST**/SDA",cardiovascular
INFECTED ICD POCKET,infectious
?SMALL BOWEL OBSTRUCTION,gastrointestinal
EKG CHANGES;CHEST PAIN;PVD\CATH,cardiovascular
CONGESTIVE HEART FAILURE\TRANSCATHETER AORTIC VALVE IMPLANT (TAVI) PERCUTANEOUS APPROACH   ** NO ASSESSMENT NEEDED **,cardiovascular
SVC,cardiovascular
VOCAL FOLD PARALYSIS,other
INFECTED AORTO BIFEM GRAFT/SDA,infectious
MESENTERIC ARTERY ISCHEMIA/SDA,cardiovascular
AORTIC STENOSIS;MR\ AORTIC AND MITRAL VALVE; REPLACEMENT,cardiovascular
? BRAIN TUMOR,neurological
RIGHT LOWER LOBE MASS/SDA,oncology
HEART FAILURE\BIVENTRICULAR PACEMAKER IMPLANT/SDA,cardiovascular
CHEST STAB WOUNDS,trauma_injury
CERVICAL STENOSIS; CHRONIC INFLAMMATORY DEMYELINATING POLYNEURITIS,neurological
HEADACHE; R/O SUBARACHNOID HEMORRHAGE,neurological
PNEUMOMEDIASTINUM,respiratory
SYNCOPE\LEFT HEART CATHERTERIZTION,cardiovascular
ELECTROCUTION,trauma_injury
MALIGNANT PERICARDIAL EFFUSION\PERICARDIAL DRAINAGE AND WINDOW,cardiovascular
ACUTE RENAL FAILURE;NEUTROPENIA,renal
ASPIRATION PNEUMONIA; COLON CANCER,infectious
STEMI/CATH,cardiovascular
VTAH;SOB,cardiovascular
ATHEROSCLEROSIS WITH ULCER\RIGHT LOWER EXTREMITY ANGIOGRAM,cardiovascular
ANUERYSM/SDA,cardiovascular
ANEMIA JAUNDICE HEART FAILURE,hematologic
CONGESTIVE HEART FAILURE;R/O MI,cardiovascular
ASTHMA/ COPD EXACERBATION,respiratory
PELVIC FRACTURE; ICH,trauma_injury
THORACIC LESION/SDA,neurological
FLUID OVERLOAD;S/P KIDNEY TRANSPLANT,renal
MALIGNANT PERICARDIAL EFFUSION,cardiovascular
VENTRICULAR TACHYCARDIA/VENTRICULAT TACHYCARDIA ABLATION,cardiovascular
CEREBELLUM MASS;ATAXIA,neurological
STROKE;HEPATIC ENCEPHALOPATHY,neurological
AORTIC VALVE DISORDER\AORTIC VALVE REPLACEMENT POSSIBLE CORONARY ARTERY BYPASS GRAFT /SDA,cardiovascular
PSOAS ASSCESS,infectious
OCCLUDED RIGHT FEMORAL VEIN\ANGIOPLASTY; RIGHT FEMORAL/SDA,cardiovascular
PAROXYMAL ATRIAL FIBRILLATION\ATRIOVENTRICULAR JUNCTION ABLATION/ATRIOVENTRICULAR NODE ABLATION,cardiovascular
CONGESTIVE HEART FAILURE;METHICILLIN RESISTANT STAPH AUREUS,infectious
PERIPHERAL VASCULAR DISEASE; REST PAIN\RIGHT LOWER EXTREMITY ANGIOGRAM,cardiovascular
CADAVER KIDNEY TRANSPLANT,renal
ABDOMINAL AORTIC OCCLUSION,cardiovascular
URINARY FREGUENCY/SDA,genitourinary
AORTIC VALVE INSUFFICIENCY\AORTIC VALVE / ASCENDING AORTA REPLACEMENT; ? BENTAL PROCEDURE /SDA,cardiovascular
GASTROPARESIS;DIABETES MELLITUS,endocrine_metabolic
LEFT URETERAL OBSTRUCTION/SDA,genitourinary
LEFT RECURRENT SQUAMOUS CELL CARCINOMA LEFT EYEBROW & FRONTAL SCALP/SDA,oncology
AROMEGLEY;BURKITTS LYMPHOMA,hematologic
CLOGGED DOBOFF,other
FERORATED BOWEL,gastrointestinal
S/P FALL; HEAD INJURY,trauma_injury
METASTATIC LUNG CA,oncology
CONGESTIVE HEART FAILURE\CARDIAC CATHERIZATION,cardiovascular
NECROTIZING FASCIETIS OF THE ABDOMEN,infectious
"AORTIC VALVE REGURGITATION\AORTIC VALVE REPLACEMENT, RE-DO/SDA",cardiovascular
HEADACHE;SUBDURAL HEMORRHAGE,neurological
ERYTHROLEUKEMIA\CHEMO,hematologic
DIARRHEA;ELEVATED LFTS,gastrointestinal
"MASS,UNSPECIFIED LOCATION",oncology
RENAL CALCULI/SDA,genitourinary
THORACIC ANEURYSM\ASCENDING/HEMI-ARCH AORTA REPLACEMENT /SDA,cardiovascular
ABNORMAL ELEKTROKARDIOGRAMM\CARDIAC CATHETERIZATION,cardiovascular
AORTIC STENOSIS\?CORONARY ARTERY BYPASS GRAFT; AVR,cardiovascular
? PERITONITIS,gastrointestinal
DIABETIC KETOACIDOSIS;WET GANGRENE,endocrine_metabolic
"PNEUMONIA, D.T'S",infectious
GAMMABUTEROL LACTONE WITHDRAWAL,toxicology_poisoning
LEG WEAKNESS AND SHORTNESS OF BREATH,symptoms_unspecified
HYPERTENSION;CHEST PAIN,cardiovascular
PNEUMONIA E/EMPYEMA,infectious
UPPER GI BLEED-SMALL BOWEL OBSTRUCTION,gastrointestinal
CEREBELLA BLEED,neurological
ANTICOAGULATION,hematologic
GALLSTONE/PACREATIC CYST/SDA,hepatobiliary
STATUS POST BENTALL MAZE; PERICARDIAL TAMPONADE,cardiovascular
MI/PE,cardiovascular
INFECTED FOOT REQUIRING IV ANTIBIOTICS,infectious
HEPITO CELLULA CARCINOMA/SDA,oncology
GAIT INSTABILITY;FALL;DEHYDRATION,neurological
SECONDARY MALIGNANT NEOPKASM BONE AND BONE MARROWP PERSONAL HX MALIGNANT NEOPLASM KIDNEY/SDA,oncology
ACUTE RENAL FAILURE;CHEST PAIN,renal
HEMATURIA\CYSTOSCOPY;URETHERAL DILATION,genitourinary
CHEST PAIN;CHRONIC RENAL FAILURE;AORTIC STENOSIS\CARDIAC CATH,cardiovascular
"RESPIRATORY FAILURE, SEPSIS",respiratory
RESPIRATORY INSUFFICIENCY,respiratory
PLEURAL EFFUSION;EMPYEMA,infectious
THIGH ABSCESS;PORTAL HYPERTENSION,infectious
CEREBROVASCULA ACCIDENT,neurological
SHORTNESS OF BREATH-FOREIGN BODY ASPIRATION,respiratory
"CHF, AF, CARDIOMYOPATHY\LEAD EXTRACTION; BIVENTRICULAR IMPLANTABLE CARDIOVERTER DEFIBRILLATOR/SDA",cardiovascular
"A,FLUTTER W,RVR,? NEW BRAIN MASS",neurological
ATRIAL SEPTAL DEFECT\REPAIR ATRIAL SEPTAL DEFECT,cardiovascular
"RAPID HEART RATE,RENAL INSUFFICIENCY",cardiovascular
"GI BLEED,ACUTE RENAL FAILURE",renal
UPPER GASTROINTESINAL BLEED,gastrointestinal
SHORTNESS OF BREATH;TACHYPNEA,respiratory
COMPLETE HEART BLOCK;EPIGASTRIC PAIN\CARDIAC CATH;PACEMAKER IMPLANT,cardiovascular
OPEN ABDOMINAL WOUND/SDA,postoperative_surgical
ALTERED MENTAL STATUS;FEVER,symptoms_unspecified
? SPINE INJURY,trauma_injury
RT TMA-DM-CELLULITIS-RENAL FAILURE,renal
ENDOCARDITIS;MITRAL REGURGITATION,cardiovascular
SEIZURE/TACHYCARDIA,neurological
? PSTERIOR FOSSA MASS,neurological
SUPERGLOTTITIS,respiratory
MV PROLAPSE\MITRAL VALVE REPLACEMENT/SDA,cardiovascular
CONGESTIVE HEART FAILURE-SYNCOPE,cardiovascular
AIRWAY EDEMA;S/P RADIATION,respiratory
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT W/ VENTRICULAR ACCESS DEVICE/SDA,cardiovascular
"SEPTIC SHOCK,RENAL FAILURE",infectious
CARTID STENOSIS;SEVERE AORTIC STENOSIS\CAROTID ANGIOGRAM,cardiovascular
HYPOTENSION;AAA REPAIR,postoperative_surgical
MINIMALLY INVASIVE OVAL,other
NEW AFIB;FLUTTER,cardiovascular
GASTROINTESTINAL BLEED;HEPETITIS C,gastrointestinal
INTRATHECAL MASS,neurological
"ACIDOSIS, RULE OUT  SEPSIS",infectious
HYPERGLYCEMIA-DIABETIC KETOACIDOSIS,endocrine_metabolic
UNSTABLE ANGINA;CORONARY ARTERY DISEASE,cardiovascular
RULE OUT MYOCARDIAL INFARCTION PNEUMONIA,cardiovascular
PNEUMONIA;URINARY TRACT INFECTION;SACRAL DECUB,infectious
SUBDURAL HEMORRHAGE;CHANGE IN MENTAL STATUS,neurological
THORACIC PHLEGMON,infectious
SYMPTOMATIC 3RD DEGREE HEART BLOCK,cardiovascular
DIABETIC KETOACIDOSIS;PNEUMONIA,endocrine_metabolic
SEPSIS;RESPIRATORY FAILURE;ACUTE RENAL FAILURE,infectious
CAROTID ARTERY STENOSIS\CAROTID ANGIOGRAM WITH STENT PLACEMENT/SDA,cardiovascular
SYNCOPE;WEAKNESS,symptoms_unspecified
SUICIDAL IDEATION;RAZOR INGESTION,psychiatric
MITAL VALVE DISORDER\MITRAL VALVE REPLACEMENT,cardiovascular
ANGINA;+ ETT\CARDIAC CATH,cardiovascular
"INFECTION,UNSPECIIED ETIOLOGY;SHORTNESS OF BREATH;TELEMETRY",infectious
VIRAL GASTROENTERITIS,infectious
TRICUSPID REGURGITATION\TRICUSPID VALVE REPLACEMENT; REPAIR/SDA,cardiovascular
BREAST CANCER-RESPIRATORY FAILURE,oncology
LIVER LACERATION;RENAL FAILURE,trauma_injury
V-TACK;ASPIRATION PNEUMONIA,infectious
BACTEREMIA;LOWER BACK PAIN,infectious
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFTWITH RADIAL ARTERY /SDA,cardiovascular
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR; RE-DO STERNOTOMY /SDA,cardiovascular
RIGHT KNEE OPEN WOUND INFECTION,infectious
"FEVER,HEMOPTYSIS",symptoms_unspecified
C4 FRACTURE,trauma_injury
ASPIRATION PNEUMONIA;C5 CERVICAL FRACTURE,infectious
LEFT CHEST SPINDLE CELL TUMOR/SDA,oncology
ST ELEVATION MI;CONGESTIVE HEART FAILURE,cardiovascular
GASTROINTESTINAL BLEED;ASCITES;FEVER,gastrointestinal
CORONARY ARTERY DISEASE\INNOMINATE ARTERY BYPASS/SDA,cardiovascular
LOWER EXTREMITY ARTHROSLOROSIS/SDA,musculoskeletal
CARDIAC ARREST;URINARY TRACT INFECTION,cardiovascular
HYPOKALEMIA SHOCK;PELVIC FRACTURE;COMATOSE;STATUS POST MOTOR VEHICLE ACCIDENT WITH INJURIES,trauma_injury
OD/UNRESPONSIVE,toxicology_poisoning
ABDOMINAL PAIN-FEVER,symptoms_unspecified
CAROTID\CATH,cardiovascular
SUPRAGLOTTIC AIRWAY OBSTRUCTION,respiratory
CYST IN BRAIN,neurological
SUBENDOCARDIAL MI,cardiovascular
INTERPARENCHYMAL HEMORRHAGE,neurological
OVERDOSE OF BUSPAR & ORPHENADRINE CITRATE,toxicology_poisoning
HEPATIC CIRRHOSIS\SALT STUDY,hepatobiliary
ANEMIA;ALTERED MENTAL STATUS,hematologic
HYPOXIA/HYPOTENSION/NAUSEA/VOMITING,symptoms_unspecified
R/O TIA,neurological
ULCERATED LEFT MAIN CORONARY ARTERY,cardiovascular
"MVC, LIVER LAC X 2",trauma_injury
S/P MVC R SUBARACHNOID BLEED,neurological
RIGHT MIDDLE CEREBRAL ANEURYSM/SDA,neurological
PULMONARY HYPERTENSION;SYNCOPE,cardiovascular
"METASTATIC MYXOFIBROSARCOMA, TO LEFT LUNG & PLEURA/SDA",oncology
NQW MI\LEFT HEART CATHETERIZATION,cardiovascular
AORTIC STENOSIS\CATY;AORTIC VALVULOPLASTY,cardiovascular
LEFT CAROTID OCCULUSION\LEFT CAROTID TO CAROTID BYPASS; LEFT CAROTID TO SUBCLAVIAN GRAFT LEFT; LEFT FEMORAL AXILLARY BYPASS; DEPLOYMENT OF ENDOSTENT GRAFT  /SDA,cardiovascular
UROSPEPSIS,genitourinary
ATHEROSCLEROSIS;ULCER,cardiovascular
ISCHEMIC ULCER RIGHT TOE,cardiovascular
"BLADDER RUPTURE,FRACTURES",trauma_injury
METASTATIC CA. OF UNKNOWN PRIMARY,oncology
LEFT CHEST WALL WOUND,trauma_injury
RIGHT HEART FAILURE;PULMONARY HYPERTENSION,cardiovascular
LT FEMUR FRACTURE,trauma_injury
SINUSITIS;CELLULITIS,infectious
INTRA PARENCHYMAL HEMORRHAGE,neurological
RENAL CELL CARCINOMA;BACK PAIN,oncology
TRACHEALBRONCHIOMALACIA,respiratory
CONGESTIVE HEART FAILURE-AML,cardiovascular
TIB FX;LIVER LACERATION;S/P MOTOR VEHICLE ACCIDENT,trauma_injury
BATTERY DEPLETION;LEAD MALFUNCTION\ICD LEAD EXTRACTION AND GENERATOR CHANGE/SDA,cardiovascular
CHEST OAIN,symptoms_unspecified
DIABETES MELLITUS;FOOT ULCER;CARDIOMYOPATHY,endocrine_metabolic
PVD\LEFT LEG ANGIOGRAM,cardiovascular
ACUTE RENAL FAILURE;NAUSIA;VOMOTTING;DIARRHEA,renal
GASTRIC VARICIES,gastrointestinal
"SEPSIS,FEVER",infectious
FEVER;WEAKNESS,symptoms_unspecified
WEIGHT LOSS;DIARRHEA,symptoms_unspecified
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; RESECTION OF ASCENDING AORTA/SDA,cardiovascular
PNEUMO,respiratory
CONGESTIVE HEART FAILURE;?R/O MI,cardiovascular
ANGINA;NEEDS URGENT BYPASS SURGERY\CATH,cardiovascular
GASTROINTESTINAL BLEED;MYOCARDIAL ISCHEMIA,cardiovascular
LEIOMYO SARCOMA RIGHT LEG/SDA,oncology
DIABETIC KETOACIDOSIS;HYPERTENSION,endocrine_metabolic
POLY SUBSTANCE ABUSE,psychiatric
TRIGEMINAL NEUROLGIA/SDA,neurological
CONGESTIVE HEART FAILURE;CORONARY ARTERY DISEASE;ELEVATE TROPONIN;PERIPHERAL VASCULAR DISEASE,cardiovascular
"SEIZURES,HYPOGLYCEMIA",neurological
CORONARY ARTERY DISEASE\ARDIAC CATH,cardiovascular
CEREBRAL  ANEURYSM,neurological
ARTHEROSCLEROSIS W/ULCER LEFT LOWER EXTREMITY,cardiovascular
ATRIAL FLUTTER; CHF; CAD; RENAL INSUFFIENCY; DIABETES\ATRIAL FLUTTER ABLATION,cardiovascular
DECREASE CALCIUM/MAGNISIUM/K+,endocrine_metabolic
RULE OUT CORONARY ARTERY DISEASE;ABNORMAL STRESS TEST\CARDIAC CATH,cardiovascular
APNEA;BRADYCARDIA;TELEMETRY,respiratory
SVC SYNDROME\ VENOUS RECANALIZATION/SDA,cardiovascular
RENAL CELL CARCINOMA\CHEMOTHERAPY(INTERLEUKIN-2),oncology
RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;HYPOTENSION,cardiovascular
IRREGULAR HEART RATE,cardiovascular
LIVER DISEASE; GI BLEED,hepatobiliary
THROAT HEMATOMA,trauma_injury
SUBCUTANEOUS EMPHSYEMA,respiratory
METASTATIC BREAST CANCER\CHEMO,oncology
CORONARY ARTERY DISEASE;CHEST PAIN\RIGHT CORONARY ARTERY STENT PLACEMENT,cardiovascular
RIGHT INGUINAL HERNIA,gastrointestinal
CORONARY ARTERY DISEASE;ISCHEMIA,cardiovascular
ROLLOVER MVC,trauma_injury
HEMOPTYSIS VS.HEMATEMISIS,respiratory
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; ? SEPTAL MYOMECTOMY/SDA,cardiovascular
SYNCOPE;AORTIC STENOSIS\CATH,cardiovascular
FEVER;SEPSIS,infectious
ACUTE VS. CHRONIC AORTIC DISSECTION,cardiovascular
LEFT FRONTAL INTRACRANIAL HEMORRHAGE,neurological
ACUTE INFERIOR MYOCARDIAL INFARCTION,cardiovascular
KNEE DISLOCATION,musculoskeletal
SEPSIS;TELEMTRY,infectious
BIL.PLEURAL EFFUSION,respiratory
ISCHEMIC ARM;TELEMETRY,cardiovascular
INCISON DEHISCENCE,postoperative_surgical
MITRAL VALVE INSUFFICIENCY\MITRAL VALVE REPAIR; ? REPLACEMENT  /SDA,cardiovascular
CAROTID STENISIS\CAROTID STENT,cardiovascular
DYSPNEA ON ECERTION,respiratory
CHOKING EPISODE,respiratory
CHOLELITHIASIS/ERCP,hepatobiliary
ETOH WITHDRAWAL-? ENDOCARDITIS,cardiovascular
FOURNIER GANGRENE/SDA,infectious
PNEUMONIA;URINARY TRACT INFECTION;DEHYDRATION,infectious
SUBSTERNAL CHEST PAIN,cardiovascular
"MVR, TVR",cardiovascular
CHEST TIGHTNESS\CATH,cardiovascular
RIGHT BRONCHIAL MASS,respiratory
MITRAL STENOSIS\? CORONARY ARTERY BYPASS GRAFT; MVR,cardiovascular
BRAIN METASTASES/SDA,oncology
INTRAPARITAL HEMORRHAGE,pregnancy_obstetric
URINARY TRACT INFECTION;PYELONEPHRITIS;TELEMETRY,genitourinary
RIGHT ACOUSTIC NEUROMA/SDA,neurological
HEMOPTYSIS; INTRACTIBLE DIARRHEA,respiratory
DISECTING THORACIC ANEURYSM,cardiovascular
S/P MOTOR VEHICLE ACCIDENT-BILAT FEMUR FRACTURES,trauma_injury
FEVER;LINE INFECTION,infectious
CIRRHOSIS;VARICEAL BLEED,hepatobiliary
BILATERAL PNEUMOTHORAX,respiratory
SPONTANEOUS RETROPERITONEAL BLEED,other
HEADACHE;ANEURYSM,neurological
NON HEALING ULCER LEFT FOOT,other
"7 DAYS PP,PULMONARY EDEMA",pregnancy_obstetric
BRUGADA SYNDROME;SYNCOPE;TELEMETRY;DEHYDRATION,cardiovascular
ABDOMINAL ANEURYSM; NO RUPTURE/SDA,cardiovascular
? SPINAL INJURY,trauma_injury
INFECTED ICD WIRE;BACTEREMIA,infectious
CORONARY ARTERY DISEASE;SHORTNESS OF BREATH;PULMONARY EDEMA\CATH,cardiovascular
PNA/THYROID STORM,infectious
INTRACRANIAL HEMORRHAGE;BRADYCARDIA,neurological
AIRWAY OBSTRUCTION\RIGID BRONCHOSCOPY WITH STENT,respiratory
"BRBPR, DIARRHEA",gastrointestinal
B BLOCKER TOXICITY; CHF; R/O MI RENAL IMPAIRMENT,toxicology_poisoning
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH AVR;  ? MITRAL VALVE REPLACEMENT /SDA,cardiovascular
CDIFF,infectious
CONGESTIVE HEART FAILURE;CORONARY ARTERY DISEASE;SEVERE PERIPHERAL VASCULAR DISEASE\CATH,cardiovascular
FAILED BACK SYNDROME,musculoskeletal
ARDS;PVD;RENAL INSUFFICIENCY;DIABETES MELLITUS,respiratory
"ACUTE REPIRATORY FAILURE,ACUTERENAL FAILURE",respiratory
ENCEPHALOPATHY;ASCITES,other
DESCENDING AORTIC REPAIR,postoperative_surgical
UTI.PYLONEPHRITIS,genitourinary
FAILURE TO THRIVE;RENAL CELL CARCINOMA,oncology
"SPONTANEOUS BACTERIAL PERITONITIS,SEPSIS",infectious
MITRAL VALVE INSUFFICIENCY\MITRAL VALVE REPLACEMENT; ?MAZE: ? TRICUSPID VALVE REPLACEMENT; ? CORONARY ARTERY BYPASS GRAFT,cardiovascular
ACUTE RENAL FAILURE;ALTERED MENTAL STATUS,renal
LOLWER GI BLEED,gastrointestinal
ANION GAP 33 WITH VOMITING,endocrine_metabolic
TRACHEOBRONCHO MALACEA/SDA,respiratory
LOWER GO BLEED,gastrointestinal
METASTATIC PRIMARY UNKNOWN,oncology
PULMONAARY EDEMA,cardiovascular
NON-HEALING LEFT LEG ULCER,other
URO-SEPSIS,genitourinary
AORTIC VALVE INSUFFICIENCY\AORTIC VALVE REPLACEMENT ? ASCENDING AORTA/SDA,cardiovascular
PANCREATITIS-DIABETIC KETOACIDOSIS,endocrine_metabolic
METASTATIC BREAST CANCER;SHORTNESS OF BREATH\PLEURODESIS,oncology
ALCOHOLIC ACIDOSIS,endocrine_metabolic
"S/P LIVER TX, FEVER",hepatobiliary
POST OP WOUND INFECTION;ATRIAL FIBRILLATION,postoperative_surgical
"CHEST PAIN, HYPOGLYCEMIA",cardiovascular
RESPIRATORY FAILURE;HYPERTENSION,respiratory
"SEPSIS,SUBDURAL HEMATOMA",infectious
CAD\CORONARY ARTERY BYPASS GRAFT /SDA,cardiovascular
BILATERAL FLANK PAIN,genitourinary
INFECTED PACEMAKER POCKET\LEAD EXTRACTION **REMOTE WEST**/SDA,infectious
C-SPINE FRACTURE;S/P FALL,trauma_injury
SMALL BOWEL OBSTRUCTION;TELEMETRY,gastrointestinal
SHORTNESS OF BREATH;NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\CARDIAC CATHETERIZATION,cardiovascular
COMMON BILE DUCT STONE\ERCP //DUODENAL MASS W\OBSTRUCTIVE JAUNDICE,hepatobiliary
FEMUR FRACTURE;VASCULAR INJURY,trauma_injury
RESPITORY FAILURE;ACUTE KIDNEY INJURY,respiratory
SEPTAL DEFECT\REPAIR ATRIAL-SEPTAL DEFECT/SDA,cardiovascular
CORONARY ARTERTY DISEASE\CORONARY ARTERY BYPASS GRAFT /SDA,cardiovascular
SPINAL INSTABILITY,musculoskeletal
MARFAN'S AORTA\ DAVID PROCEDURE; REPLACEMENT OF ASCENDING AORTA & ARCH/SDA,cardiovascular
POSTERIOR NOSE BLEED,other
RASH/UTI,infectious
ARTERIOVENOUS MALFORMATION/SDA,neurological
POLYTRAUMA S/P MVC,trauma_injury
A. FIB,cardiovascular
INCREASING SHORTNESS OF BREATH\RIGHT HEART CATHETERIZATION; ? LEFT HEART CATHETERIZATION,cardiovascular
ACIDOSIS;ALTERED MENTAL STATUS,other
ATRIAL SEPTAL DEFECT\ASD CLOSURE **REMOTE WEST**/SDA,cardiovascular
RIGHT RENAL CELL CANCER/SDA,oncology
EVACUATION OF SUBDURAL HEMATOMA;EMERGENT CRANIOTOMY,neurological
MULTIPLE STROKE,neurological
RECURRENT PLEURAL EFFUSIONS,respiratory
CARDIOGENIC SHOCK;CARDIAC ARREST,cardiovascular
COLITIS-GASTROENTERITIS,gastrointestinal
"S/P FALL,L2 BURST FX",trauma_injury
CORONARY ARTERY DISEASE\THORACOSCOPIC CORONARY ARTERY BYPASS GRAFT VIA MINI THORACOTOMY  /SDA,cardiovascular
VOMITING;ALCOHOL WITHDRAWAL,psychiatric
POST BIOPSY BLOOD,postoperative_surgical
SPLENIC LACERATION-S/P MOTOR VEHICLE ACCIDENT,trauma_injury
PNEUMONIA;SHOULDER PAIN,respiratory
"ANION GAP ACIDOSIS, ETOH INTOXICATION",toxicology_poisoning
PNEUMOTHORAX;CHEST WOUND,trauma_injury
GRADE 2 LIVER LACERATION,trauma_injury
PHENOBARBITAL TOXICITY,toxicology_poisoning
CORONARY ARTERY DISEASE\CARD CATH,cardiovascular
"HYPOTHERMIA,BRADYCARDIA",other
ANEURSYMAL BLEED,neurological
LOWER GASTOINTESTINAL BLEED,gastrointestinal
RENAL FAILURE;RESPIRATORY FAILURE,renal
BRIGHT RED BLOOD PER RECTUM;URINARY TRACT INFECTION,genitourinary
EPIGLOTITITIS,infectious
PNEUMATOSIS OF BOWEL,gastrointestinal
METASTATIC BREAST CANCER;LEG SWELLING;FEVER,oncology
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;CATH,cardiovascular
PYELONEPHRITIS-KIDNEY STONE,genitourinary
INTRACRANIAL HEMORRHAGE;FALL,neurological
UNSTABLE ANGINA\CATHETER,cardiovascular
TRANSPLANT SITE BLEEDING,postoperative_surgical
CLL;C-DIFF;FTT,hematologic
SEPTICEMIA,infectious
RECURRENT INCISIONAL HERNIAS X2/SDA,postoperative_surgical
CHEST PAIN/DYSPNEA,symptoms_unspecified
HYPERGLYCEMIA-DIABETES,endocrine_metabolic
C3 C4 ABSCESS;S/P DISCECTOMY,neurological
ESOPHAGEAL CANCER\EGD,oncology
COROANRY ARTERY STENOSIS\RIGHT CAROTID STENT PLACEMENT/SDA,cardiovascular
CHEST PAIN;AORTIC STENOSIS,cardiovascular
GLIOBLASTOMA;MENTAL STATUS CHANGE,neurological
AORTIC STENOSIS\CORONARY ARTERY BYPASS GRAFT?  AVR REDO /SDA,cardiovascular
VENTRICULAR TACHYCARDIA;SYNCOPE,cardiovascular
A-FIB\MINI MAZE PROCEDURE BILATERAL; PULMONARY VEIN ISOLATION;VIDEO ASSISTED WITH RESECTION LEFT ATRIAL APPENDAGE  /SDA,cardiovascular
MITRAL STENOSIS\REDO/ REDO MITRAL VAVLE REPLACEMENT; ?CORONARY ARTERY BYPASS GRAFT,cardiovascular
PERICARDIAL EFFUSION/SDA,cardiovascular
MITRAL VALVE INSUFFICENCY\MITRAL VALVE REPAIR,cardiovascular
MANDIBULAR ABSCESS,infectious
"ASCENDING AORTIC ANEURYSM\BENTAL PROCEDURE, W/STENT GRAFT",cardiovascular
DIAPHRAMATIC HERNIA; S/P MVC,trauma_injury
ELEVATED LFT'S,hepatobiliary
RUPTURED GRAFT,postoperative_surgical
CELLULITIS RIGHT ARM AND ELBOW,infectious
AORTIC STENOSIS\ AORTIC & ? MITRAL VALVE REPLACEMNT/SDA,cardiovascular
HYPOGLYCEMIA;HYPOTENSION,endocrine_metabolic
INFECTED LEFT FOOT; CELLULITIS; DIABETES,infectious
HTN CRISIS,cardiovascular
FEVERS;DECREASED PLATELET COUNT;HEADACHE;HIV,infectious
"C 3-4-5, SPINAL CORD COMPRESSION",neurological
S/P MCA,neurological
ACTIVE HEMOPTYSIS,respiratory
BRADYCARDIA WITH MENTAL STATUS CHANGES,cardiovascular
INGUINAL & UMBILICAL HERNIA,gastrointestinal
MITRAL STENOSIS\TRANSESOPHAGEAL ECHOCARDIOGRAM;MITRAL VALVULOPLASTY,cardiovascular
CHEST PAIN; ACUTE MI\CATH,cardiovascular
SUPERIOR VENA CAVA SYNDROME\VENOGRAM;THROMBOLISIS/SDA,cardiovascular
HERNIA;SMALL BOWEL OBSTRUCTION,gastrointestinal
CHOLANGITIS;MOBITZ TWO,infectious
CHEST PAIN;NON-Q WAVE MI,cardiovascular
TRAUM,trauma_injury
CAD & MR\CORONARY ARTERY BYPASS GRAFT WITH MVR REDO VIA STERNOTOMY/SDA,cardiovascular
BLUNT TRAUMA;HAND FRACTURE;LACERATION,trauma_injury
"R/O MI, FEVER",symptoms_unspecified
ATHEROSCLEROSIS OF EXTREMITY ANGIOGRAM,cardiovascular
HYPERTENSIVE;BLEEDING,cardiovascular
UREMIA;TELEMETRY,renal
CARDIAC TAMPONADE/ PNEUMOTHORAX,cardiovascular
NON ST ELEVATED MYOCARDIAL INFARCTION\CATH,cardiovascular
AORLTIC STENOSIS\AORTIC VALVE REPLACEMENT,cardiovascular
CARDIOGENIC SHOCK;PULMONARY EMBOLIS,cardiovascular
CORONARY ARTERY DISEASE\CAROTID ANGIOGRAM,cardiovascular
PNEUMOMEDIASTINUM;RHABDO;GASTROINTESTINAL BLEED,respiratory
AORTIC STENOSIS;ANGINA\CARDIAC CATH,cardiovascular
AORTIC INSUFFICIENCY\APICO AORTIC VALVE CONDUIT/SDA,cardiovascular
LEFT CAROTID STENOSIS\LEFT CAROTID ANGIOGRAM;POSSIBLE STENT PLACEMENT,cardiovascular
